path	line	text	classification
scripts/build_cross.sh	36	"file ""${install_dir}/bin/banana_yolo11_demo"""	active-build-runtime
scripts/build_cross.sh	39	"VARIANTS=""${BANANA_DEMO_BUILD_VARIANTS:-rt201,rt123}"""	active-build-runtime
release/MODEL_MANIFEST.md	15	| Dynamic640 INT8 | `models/generated/xquant_640/yolov11n_640x640.dynamic_int8.onnx` | `d028fca47600213be18f876d23aef92ef39c3bb1b4bc6b76963e0be679f5467f` | primary visual |	active-user-facing
release/MODEL_MANIFEST.md	16	| Vendor320 INT8 | `models/vendor/yolo11/yolov11n_320x320.q.onnx` | `558011431ba1cd26269af3694abc2ee2fc2d467d7fe043e10df78ed7449d9edc` | trusted visual on `rt123`, perf on `rt201` |	active-user-facing
release/MODEL_MANIFEST.md	22	| FP16 640 keep_io | `models/generated/fp16/yolov11n_640x640.fp16_iop32.onnx` | `4742625978c4b5cc25282bf02890837fcea7762d5536fe55e583311ce9b14593` | usable on `rt201`/`rt202b1`, experimental |	active-user-facing
release/MODEL_MANIFEST.md	23	| FP16 320 keep_io | `models/generated/fp16/yolov11n_320x320.fp16_iop32.onnx` | `3291474d7a8e40bc0fabf6feb054942675f562dab0c04666bddd47662eb27b69` | known fail on current public stack |	active-user-facing
scripts/bench_full_demo.sh	22	BANANA_DEMO_RUNTIME_TAG=auto|rt123|rt201|rt202b1|rt202	active-build-runtime
scripts/bench_full_demo.sh	23	- auto/visual uses rt123 for vendor320 correctness and rt201 otherwise	active-build-runtime
scripts/bench_full_demo.sh	24	BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=auto|0|1	active-build-runtime
scripts/bench_full_demo.sh	49	"banana_demo_apply_vendor320_rt201_visual_fix ""${MODEL_PATH}"" ""${RUNTIME_TAG}"" ""visual"""	active-build-runtime
scripts/bench_full_demo.sh	81	"IMAGE_PATH=""${3:-<legacy-home-path>"""	active-build-runtime
scripts/bench_full_demo.sh	84	"ssh ""${TARGET}"" ""cd '${BOARD_DIR}' && BANANA_DEMO_EXEC_MODE=board BANANA_DEMO_RUNTIME_TAG='${BANANA_DEMO_RUNTIME_TAG:-auto}' BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX='${BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX:-auto}' BENCH_WARMUP='${BENCH_WARMUP:-10}' BENCH_RUNS='${BENCH_RUNS:-100}' BENCH_REPEATS='${BENCH_REPEATS:-5}' LOG_FILE='${BOARD_DIR}/logs/bench_full_${INPUT_SIZE}.log' ./scripts/bench_full_demo.sh '${REMOTE_MODEL_PATH}' '${INPUT_SIZE}' '${REMOTE_IMAGE_PATH}'"""	active-build-runtime
scripts/quantize_xquant.sh	3	## @brief Quantize a YOLO11 ONNX model with the public SpaceMIT xquant tool.	active-build-runtime
scripts/quantize_xquant.sh	10	"MODEL_PATH=""${2:-${ROOT_DIR}/models/generated/yolo11n.onnx}"""	active-build-runtime
scripts/quantize_xquant.sh	11	"OUTPUT_PREFIX=""${3:-yolov11n_${SIZE}x${SIZE}.q}"""	active-build-runtime
scripts/quantize_xquant.sh	16	"CONFIG_TEMPLATE=""${ROOT_DIR}/configs/xquant/yolov11_${SIZE}.json.in"""	active-build-runtime
release/KNOWN_LIMITATIONS.md	8	## Stable rt202	active-user-facing
release/KNOWN_LIMITATIONS.md	10	Stable `spacemit-ort.riscv64.2.0.2` is staged and selectable as `rt202`, but it	active-user-facing
release/KNOWN_LIMITATIONS.md	12	vendor320 paths.	active-user-facing
release/KNOWN_LIMITATIONS.md	14	## Vendor320 on Public 2.0.x	active-user-facing
release/KNOWN_LIMITATIONS.md	16	Vendor320 is visually trusted on `rt123`. Raw `rt201` remains the low-latency	active-user-facing
release/KNOWN_LIMITATIONS.md	17	perf branch only. The `rt201` visual workaround is SHA256-guarded and non-default.	active-user-facing
release/KNOWN_LIMITATIONS.md	21	FP16 is experimental. Only keep_io FP16 640 on `rt201`/`rt202b1` is usable	active-user-facing
release/HANDOFF_NOTES.md	5	Use dynamic640 INT8 on `rt201` for production visual quality. Use fast-live	active-user-facing
release/HANDOFF_NOTES.md	6	vendor320 on `rt123` when responsiveness matters more than 640 visual quality.	active-user-facing
release/HANDOFF_NOTES.md	21	bf3-ncnn/data/banana-yolo11-spacemit-demo	active-user-facing
release/FPS_SUMMARY.md	19	| Primary visual dynamic640 INT8 | `rt201` | `app forward-only` | 190.567794 | 5.247476 | production |	active-user-facing
release/FPS_SUMMARY.md	20	| Primary visual dynamic640 INT8 | `rt201` | `app full image` | 233.480423 | 4.283014 | production |	active-user-facing
release/FPS_SUMMARY.md	21	| Normal camera dynamic640 INT8 | `rt201` | `camera effective` | N/A | 2.069 | production, Day 4 bounded smoke |	active-user-facing
release/FPS_SUMMARY.md	22	| Normal camera dynamic640 INT8 | `rt201` | `camera instantaneous` | 238.716 | 4.189 | production, Day 4 frame-10 timing |	active-user-facing
release/FPS_SUMMARY.md	23	| Fast-live vendor320 INT8 | `rt123` | `camera effective` | N/A | 9.382 | production, Day 4 bounded smoke |	active-user-facing
release/FPS_SUMMARY.md	24	| Fast-live vendor320 INT8 | `rt123` | `camera instantaneous` | 67.121 | 14.898 | production, Day 4 frame-20 timing |	active-user-facing
release/FPS_SUMMARY.md	25	| Vendor320 trusted visual | `rt123` | `app full image` | 57.540777 | 17.378980 | production visual branch for vendor320 |	active-user-facing
release/FPS_SUMMARY.md	26	| Vendor320 low-latency perf | `rt201` | `app forward-only` | 24.210065 | 41.305136 | production perf-only branch |	active-user-facing
release/FPS_SUMMARY.md	27	| Vendor320 rt201 workaround | `rt201` | `app full image` | 178.049 | 5.616 | non-default, SHA256-guarded |	active-user-facing
release/FPS_SUMMARY.md	28	| FP16 keep_io 640 | `rt201` | `app forward-only` | 273.265611 | 3.659443 | experimental |	active-user-facing
release/FPS_SUMMARY.md	29	| FP16 keep_io 640 | `rt202b1` | `app forward-only` | 294.988206 | 3.389966 | experimental |	active-user-facing
release/FPS_SUMMARY.md	35	| Supported production | Primary visual forward ceiling | `rt201` | generated dynamic640 INT8 | `perf_test forward` | 640x640 | 190.024 | 5.2623 | visual status from full/image rows: reasonable | primary production visual branch | Pure ORT ceiling only; no app pre/post. |	active-user-facing
release/FPS_SUMMARY.md	36	| Supported production | Primary visual app forward | `rt201` | generated dynamic640 INT8 | `app forward-only` | 640x640 | 190.567794 | 5.247476 | reasonable in image regression | primary production visual branch | Forward-only, not full image/camera. |	active-user-facing
release/FPS_SUMMARY.md	37	| Supported production | Primary visual full image | `rt201` | generated dynamic640 INT8 | `app full image` | 640x640 | 233.480423 | 4.283014 | 14 objects, reasonable | primary production visual branch | Use for still-image app pipeline; Day 4 final smoke also passed at 854.707 ms one-shot acceptance run. |	active-user-facing
release/FPS_SUMMARY.md	38	| Supported production | Normal camera effective | `rt201` | generated dynamic640 INT8 | `camera effective` | model 640x640; camera 1280x720 MJPG | N/A | 2.069 | pass; stable by-id camera | primary normal camera | Day 4 bounded final smoke over 10 frames; includes warmup/live loop overhead. |	active-user-facing
release/FPS_SUMMARY.md	39	| Supported production | Normal camera instantaneous | `rt201` | generated dynamic640 INT8 | `camera instantaneous` | model 640x640; camera 1280x720 MJPG | 238.716 | 4.189 | pass at frame 10 | primary normal camera | Single frame timing from Day 4 camera smoke, not wall-clock loop FPS. |	active-user-facing
release/FPS_SUMMARY.md	40	| Supported production | Fast-live camera effective | `rt123` | vendor320 INT8 letterbox | `camera effective` | model 320x320; camera 640x480 | N/A | 9.382 | pass; stable by-id camera | fast-live production branch | Day 4 bounded final smoke over 20 frames; includes warmup/live loop overhead. |	active-user-facing
release/FPS_SUMMARY.md	41	| Supported production | Fast-live camera instantaneous | `rt123` | vendor320 INT8 letterbox | `camera instantaneous` | model 320x320; camera 640x480 | 67.121 | 14.898 | pass at frame 20 | fast-live production branch | Single frame timing; best responsiveness path, not highest-detail visual path. |	active-user-facing
release/FPS_SUMMARY.md	42	| Supported production | Vendor320 trusted visual perf_test | `rt123` | official vendor320 INT8 | `perf_test forward` | 320x320 | 48.3266 | 20.6767 | visual branch reasonable | trusted vendor320 visual | Pure ORT ceiling only. |	active-user-facing
release/FPS_SUMMARY.md	43	| Supported production | Vendor320 trusted visual app forward | `rt123` | official vendor320 INT8 | `app forward-only` | 320x320 | 49.095494 | 20.368468 | visual branch reasonable | trusted vendor320 visual | Forward-only. |	active-user-facing
release/FPS_SUMMARY.md	44	| Supported production | Vendor320 trusted visual full image | `rt123` | official vendor320 INT8 | `app full image` | 320x320 | 57.540777 | 17.378980 | 8 objects, reasonable | trusted vendor320 visual | Full image benchmark; Day 4 final smoke also passed with 8 objects. |	active-user-facing
release/FPS_SUMMARY.md	45	| Supported production | Vendor320 low-latency perf perf_test | `rt201` | official vendor320 INT8 raw | `perf_test forward` | 320x320 | 24.4143 | 40.9483 | perf only | low-latency benchmark branch | Raw rt201 path is not a production visual default. |	active-user-facing
release/FPS_SUMMARY.md	46	| Supported production | Vendor320 low-latency perf app forward | `rt201` | official vendor320 INT8 raw | `app forward-only` | 320x320 | 24.210065 | 41.305136 | perf only | low-latency benchmark branch | Raw rt201 path is benchmark/perf only; visual semantics are not trusted without workaround. |	active-user-facing
release/FPS_SUMMARY.md	47	| Supported non-default | Vendor320 rt201 visual workaround | `rt201` | official vendor320 INT8 + SHA256-guarded EP workaround | `app full image` | 320x320 | 178.049 | 5.616 | 9 objects, reasonable | non-default available workaround | Much slower than trusted rt123 benchmark path; only enabled deliberately/guarded. |	active-user-facing
release/FPS_SUMMARY.md	48	| Experimental FP16 | FP16 keep_io 640 perf_test | `rt201` | `yolov11n_640x640.fp16_iop32.onnx` | `perf_test forward` | 640x640 | 270.867 | 3.69176 | experimental pass | experimental usable | Not production default; FP32 I/O with internal FP16 weights. |	active-user-facing
release/FPS_SUMMARY.md	49	| Experimental FP16 | FP16 keep_io 640 app forward | `rt201` | `yolov11n_640x640.fp16_iop32.onnx` | `app forward-only` | 640x640 | 273.265611 | 3.659443 | experimental pass | experimental usable | Not production default. |	active-user-facing
release/FPS_SUMMARY.md	50	| Experimental FP16 | FP16 keep_io 640 full image | `rt201` | `yolov11n_640x640.fp16_iop32.onnx` | `app full image` | 640x640 | 485.721 | 2.059 | 13 objects, reasonable | experimental usable | Canonical-photo visual sanity only; not production path. |	active-user-facing
release/FPS_SUMMARY.md	51	| Experimental FP16 | FP16 keep_io 640 perf_test | `rt202b1` | `yolov11n_640x640.fp16_iop32.onnx` | `perf_test forward` | 640x640 | 293.060863 | 3.41212 | experimental pass | experimental usable fallback | Stable rt202 does not replace rt202b1. |	active-user-facing
release/FPS_SUMMARY.md	52	| Experimental FP16 | FP16 keep_io 640 app forward | `rt202b1` | `yolov11n_640x640.fp16_iop32.onnx` | `app forward-only` | 640x640 | 294.988206 | 3.389966 | experimental pass | experimental usable fallback | Not production default. |	active-user-facing
release/FPS_SUMMARY.md	53	| Experimental FP16 | FP16 keep_io 640 full image | `rt202b1` | `yolov11n_640x640.fp16_iop32.onnx` | `app full image` | 640x640 | 503.659 | 1.985 | 13 objects, reasonable | experimental usable fallback | Canonical-photo visual sanity only; not production path. |	active-user-facing
release/FPS_SUMMARY.md	54	| Experimental FP16 | FP16 keep_io 320 | `rt201` / `rt202b1` | `yolov11n_320x320.fp16_iop32.onnx` | `fail / rejected` | 320x320 | N/A | N/A | expected fail | unsupported | EP reshape/compile failure; documented unsupported. |	active-user-facing
release/FPS_SUMMARY.md	55	| Experimental FP16 | True FP16 I/O models | `rt123` / `rt201` / `rt202b1` | `yolov11n_320x320.fp16.onnx`; `yolov11n_640x640.fp16.onnx` | `fail / rejected` | 320x320 and 640x640 | N/A | N/A | dtype-correct but not runnable | unsupported board path | Retained as dtype evidence, not usable board runtime chain. |	active-user-facing
release/FPS_SUMMARY.md	56	| Rejected / P2 | Stable rt202 dynamic640 candidate | `rt202` | generated dynamic640 INT8 | `fail / rejected` | 640x640 | N/A | N/A | abort | rejected; not adopted | Aborts even after clean board reboot; does not replace rt201. |	active-user-facing
release/FPS_SUMMARY.md	57	| Rejected / P2 | Stable rt202 FP16 640 candidate | `rt202` | FP16 keep_io 640 | `fail / rejected` | 640x640 | N/A | N/A | abort | rejected; not adopted | Aborts; does not replace rt202b1. |	active-user-facing
release/FPS_SUMMARY.md	58	| Rejected / P2 | Stable rt202 vendor320 candidate | `rt202` | official vendor320 INT8 | `fail / rejected` | 320x320 | N/A | N/A | abort | rejected; not adopted | No stable rt202 vendor320 fix. |	active-user-facing
release/FPS_SUMMARY.md	59	| Rejected / P2 | YOLO26n float 640 | `rt201` | YOLO26n float ONNX | `app full image feasibility` | 640x640 | 600.287 | 1.666 | giant false refrigerator box | P2 only; rejected for production | Timing exists only from failed feasibility smoke; semantic failure blocks adoption. |	active-user-facing
release/FPS_SUMMARY.md	60	| Rejected / P2 | YOLO26n dynamic INT8 640 | `rt201` | YOLO26n dynamic INT8 ONNX | `app full image feasibility` | 640x640 | 1147.946 | 0.871 | giant false refrigerator box | P2 only; rejected for production | Slower than current dynamic640 and semantically bad. |	active-user-facing
release/FPS_SUMMARY.md	61	| Rejected / P2 | rt202b1 production replacement | `rt202b1` | 2.0.2+beta1 runtime line | `visual sanity` | various | N/A | N/A | not adopted as production runtime | P2/historical-experimental | Still kept for FP16 keep_io 640 experimental because stable rt202 failed replacement. |	active-user-facing
release/FPS_SUMMARY.md	62	| Rejected / P2 | Official public 640 INT8 artifact | N/A | official vendor YOLO11n 640 INT8 | `fail / rejected` | 640x640 | N/A | N/A | not found | P2 search only | No pinned official public artifact found; production uses generated dynamic640 INT8. |	active-user-facing
release/FPS_SUMMARY.md	69	- Raw vendor320 on `rt201` is the low-latency benchmark branch only. It is not	active-user-facing
release/FPS_SUMMARY.md	72	vendor320 INT8 on `rt123`, 320 letterbox.	active-user-facing
release/FPS_SUMMARY.md	73	- FP16 remains experimental. Only keep_io 640 on `rt201`/`rt202b1` is usable	active-user-facing
release/FPS_SUMMARY.md	75	- Stable `rt202`, YOLO26n, FP16 320, official public 640 INT8 artifact search,	active-user-facing
docs/XSlim_INT8_STATUS.md	17	YOLO26n static INT8 path for rt204.	active-user-facing
docs/XSlim_INT8_STATUS.md	27	| Dynamic quantization `--dynq` | e2e/traditional | CPU-good and rt204-runnable diagnostic only; not static activation INT8. |	active-user-facing
docs/XSlim_INT8_STATUS.md	64	The minmax model was also run as a diagnostic on rt204. It executed without the	active-user-facing
docs/XSlim_INT8_STATUS.md	66	unusable because CPU and rt204 both produced zero class scores.	active-user-facing
docs/XSlim_INT8_STATUS.md	70	There is no CPU-good and rt204-EP-good XSlim static INT8 candidate.	active-user-facing
release/DEMO_COMMANDS.md	14	Uses generated dynamic640 INT8 on `rt201`.	active-user-facing
release/DEMO_COMMANDS.md	22	Uses generated dynamic640 INT8 on `rt201`. Display mode is auto-detected; if no	active-user-facing
release/DEMO_COMMANDS.md	31	Uses trusted vendor320 INT8 on `rt123` with 320 letterbox preprocessing and a	active-user-facing
release/DEMO_COMMANDS.md	40	## Vendor320 Trusted Visual	active-user-facing
release/DEMO_COMMANDS.md	43	BANANA_DEMO_RUNTIME_TAG=rt123 \	active-user-facing
release/DEMO_COMMANDS.md	45	models/vendor/yolo11/yolov11n_320x320.q.onnx 320 0.25	active-user-facing
release/DEMO_COMMANDS.md	48	## Vendor320 Perf-Only	active-user-facing
release/DEMO_COMMANDS.md	51	BANANA_DEMO_RUNTIME_TAG=rt201 \	active-user-facing
release/DEMO_COMMANDS.md	53	models/vendor/yolo11/yolov11n_320x320.q.onnx 320	active-user-facing
release/DEMO_COMMANDS.md	59	FP16_RUNTIME_TAGS=rt201,rt202b1 FP16_MODEL_VARIANT=keep_io \	active-user-facing
docs/XSlim_INT8_EVALUATION.md	12	YOLO26n INT8 on SpacemiT ORT `2.0.4` (`rt204`). It did not change the frozen	active-user-facing
docs/XSlim_INT8_EVALUATION.md	13	YOLO11 production repository or production runtime/model policy.	active-user-facing
docs/XSlim_INT8_EVALUATION.md	47	| Model | Contract | SHA256 | Graph summary | CPU oracle | rt204 EP |	active-user-facing
docs/XSlim_INT8_EVALUATION.md	52	This is useful evidence that XSlim can emit a rt204-runnable compressed graph,	active-user-facing
docs/XSlim_INT8_EVALUATION.md	59	The bounded board smoke used `rt204_tensor_probe` on BPI-F3/K1X. Both XSlim	active-user-facing
docs/XSlim_INT8_EVALUATION.md	97	acceleration remains blocked by rt204 Q/DQ Conv compiler support. XSlim dynamic	active-user-facing
docs/XSlim_INT8_EVALUATION.md	101	## YOLO11 Retrospective	active-user-facing
docs/XSlim_INT8_EVALUATION.md	103	This pass found no production-impacting miss in the frozen YOLO11 release:	active-user-facing
docs/XSlim_INT8_EVALUATION.md	105	- YOLO11 already has validated production INT8 paths on `rt201`/`rt123`.	active-user-facing
docs/XSlim_INT8_EVALUATION.md	108	not proven to improve YOLO11 production app/camera behavior.	active-user-facing
docs/XSlim_INT8_EVALUATION.md	110	YOLO11 + XSlim remains a possible post-release R&D lane, not a retroactive	active-user-facing
docs/XSlim_INT8_EVALUATION.md	130	- a diagnostic rt204 run of the CPU-bad `minmax` model executes, but that is not	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	1	# YOLO26 FP32 vs Frozen YOLO11 Production Baseline	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	3	YOLO11 production source of truth:	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	6	/data/banana-yolo11-spacemit-demo/docs/FPS_SUMMARY.md	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	26	| YOLO11 dynamic640 INT8 primary | rt201 | `perf_test forward` | 190.024 | 5.2623 | production-supported |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	27	| YOLO11 dynamic640 INT8 primary | rt201 | `app forward-only` | 190.567794 | 5.247476 | production-supported |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	28	| YOLO11 dynamic640 INT8 primary | rt201 | `app full image` | 233.480423 | 4.283014 | production-supported |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	29	| YOLO11 fast-live vendor320 | rt123 | `app full image` | 57.540777 | 17.378980 | production-supported fast-live branch |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	30	| YOLO26n FP32 e2e | rt204 | `perf_test forward` | 572.153613 | 1.74774 | R&D frozen FP32 baseline |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	31	| YOLO26n FP32 e2e | rt204 | `app forward-only` | 578.041776 | 1.729979 | R&D frozen FP32 baseline |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	32	| YOLO26n FP32 e2e | rt204 | `app full image benchmark` | 522.079210 | 1.915418 | R&D frozen FP32 baseline |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	33	| YOLO26n FP16 body/head keep-IO | rt204 | `perf_test forward` | 398.610405 | 2.50864 | R&D FP16 baseline |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	34	| YOLO26n FP16 body/head keep-IO | rt204 | `app forward-only` | 383.332266 | 2.608703 | R&D FP16 baseline |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	35	| YOLO26n FP16 body/head keep-IO | rt204 | `app full image benchmark` | 399.035502 | 2.506043 | R&D FP16 baseline |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	36	| YOLO26n FP16 full-I/O body/head | rt204 | `perf_test forward` | 380.472087 | 2.628314 | accepted, but not faster than keep-IO |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	37	| YOLO26n FP16 full-I/O body/head | rt204 | `app forward-only` | 388.609808 | 2.573275 | accepted, but not faster than keep-IO |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	38	| YOLO26n FP16 full-I/O body/head | rt204 | `app full image benchmark` | 399.345008 | 2.504100 | accepted, but not faster than keep-IO |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	40	## R&D-Only YOLO11 rt204 Retrospective	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	42	The 2026-06-30 effect-matrix pass also copied selected YOLO11 artifacts into	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	43	the YOLO26 R&D workspace and tested rt204. This did not modify the frozen	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	44	production YOLO11 repository.	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	48	| YOLO11 dynamic640 INT8 copy | rt204 | `app forward-only` | 201.454112 | 4.963910 | pass, but slower than production rt201 |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	49	| YOLO11 FP32 vanilla copy | rt204 | `app forward-only` | 539.131433 | 1.854835 | pass, diagnostic only |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	50	| YOLO11 FP32 XSlim simplify copy | rt204 | app forward | N/A | N/A | fails/hangs after `YoloDecode` dispatch error |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	51	| YOLO11 FP16 keep-IO copy | rt204 | `app forward-only` | 341.651391 | 2.926960 | pass, R&D signal only |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	52	| YOLO11 FP16 XSlim copy | rt204 | app forward/full | N/A | N/A | fails/timeouts after `YoloDecode` dispatch error |	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	64	YOLO26 FP32 is not currently competitive with YOLO11 production INT8 on K1X.	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	66	correct on rt204, but keep-IO FP16 remains the better local YOLO26 path and	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	67	both FP16 variants are still slower than the frozen YOLO11 production INT8	active-user-facing
docs/YOLO26_VS_YOLO11_BASELINE.md	68	branch. Frozen YOLO11 remains the production deliverable.	active-user-facing
docs/CUSTOM_IME_INTEGRATION_FEASIBILITY.md	17	The current blocker is inside closed rt204 SpaceMIT EP compilation of a Q/DQ	active-user-facing
docs/CUSTOM_IME_INTEGRATION_FEASIBILITY.md	24	Replacing that Conv inside `libspacemit_ep.so` is not straightforward without	active-user-facing
docs/CUSTOM_IME_INTEGRATION_FEASIBILITY.md	36	- Performance comparison against rt204 FP32 and frozen YOLO11 production INT8.	active-user-facing
docs/CUSTOM_IME_INTEGRATION_FEASIBILITY.md	41	fix for the YOLO26 INT8 rt204 Q/DQ Conv compiler blocker.	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	1	# RT204 Q/DQ Conv Vendor Bug Report	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	6	/data/ncnn-logs/ort-logs/2026-06-30_06-12-26/artifacts/vendor_bug_report_rt204_qdq_conv_clip_minmax/	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	35	actual_rt204_error.txt	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	41	run_rt204.sh	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	54	attribute. CPU ORT executes it correctly. rt204 SpaceMIT EP fails the compile	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	72	models, but the rt204 EP selects the Q/DQ Conv subgraph and fails during	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	79	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	91	rt204 without the `clip minmax` compile error, but the model is CPU-bad: class	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	92	score channels are all zero before rt204 is involved. This is useful as a	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	94	vendor-ready rt204 repros for CPU-good manual ONNX Runtime Q/DQ models.	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	96	The original rt204 vendor repro bundle remains the evidence to send for the	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	104	- `rt201`, `rt202b1`, and `rt204` reproduce the `clip minmax` Q/DQ Conv failure.	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	105	- Stable `rt202` fails the gate with `tcm buffer alloc failed for core id 0`.	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_BUG_REPORT.md	106	- `rt123` can run the tested Q/DQ models without the visible `clip minmax`	active-user-facing
docs/YOLO26_INT8_STATUS.md	20	YOLO26 INT8 ONNX board acceleration is blocked pending rt204/vendor EP compiler support.	active-user-facing
docs/YOLO26_INT8_STATUS.md	27	- YOLO26 FP32 rt204 SpaceMIT EP executes on BPI-F3/K1X without SIGILL and	active-user-facing
docs/YOLO26_INT8_STATUS.md	36	- CPU-good manual Q/DQ INT8 models fail under rt204 SpaceMIT EP with:	active-user-facing
docs/YOLO26_INT8_STATUS.md	50	| `15_conv_qdq_attr_kernel_shape.onnx` | Tiny synthetic Q/DQ Conv repro | CPU ORT passes; rt204 EP fails with `clip minmax`. |	active-user-facing
docs/YOLO26_INT8_STATUS.md	51	| `07_yolo26_first_conv_qdq_output_block.onnx` | Smallest real YOLO26-derived repro | CPU ORT passes; rt204 EP fails at `/model.0/conv/Conv_token_1`. |	active-user-facing
docs/YOLO26_INT8_STATUS.md	59	| `SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv` | Correctness-only fallback; CPU-heavy; not accelerated INT8. |	active-user-facing
docs/YOLO26_INT8_STATUS.md	60	| Strip optional Conv `kernel_shape` + `SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=MatMul;Add` | Partial diagnostic candidate; avoids first Conv blocker but still unproven for useful placement/perf. |	active-user-facing
docs/YOLO26_INT8_STATUS.md	66	INT8 path until rt204/vendor EP compiler support changes or the partial	active-user-facing
docs/YOLO26_INT8_STATUS.md	77	- XSlim `--dynq` produced CPU-good and rt204-runnable e2e/traditional models.	active-user-facing
docs/YOLO26_INT8_STATUS.md	81	- Because no CPU-good static XSlim INT8 model reached rt204 EP, XSlim does not	active-user-facing
docs/YOLO26_INT8_STATUS.md	107	- A diagnostic rt204 run of the CPU-bad minmax model executes, proving that this	active-user-facing
docs/YOLO26_INT8_STATUS.md	111	No CPU-good and rt204-EP-good XSlim static YOLO26 INT8 candidate exists.	active-user-facing
docs/YOLO26_INT8_STATUS.md	119	- The vendor Q/DQ Conv `clip minmax` repro remains the actionable rt204 issue.	active-user-facing
docs/YOLO26_INT8_STATUS.md	127	The legacy-runtime Q/DQ gate tested `rt123`, `rt201`, `rt202b1`, stable	active-user-facing
docs/YOLO26_INT8_STATUS.md	128	`rt202`, and `rt204` against the known CPU-good YOLO26 manual Q/DQ candidates	active-user-facing
docs/YOLO26_INT8_STATUS.md	139	- `rt201`, `rt202b1`, and `rt204` reproduce the Q/DQ Conv	active-user-facing
docs/YOLO26_INT8_STATUS.md	141	- Stable `rt202` fails this gate with `tcm buffer alloc failed for core id 0`	active-user-facing
docs/YOLO26_INT8_STATUS.md	143	- `rt123` avoids the visible `clip minmax` error on the tested full models, but	active-user-facing
docs/YOLO26_INT8_STATUS.md	158	- Manual ORT Q/DQ remains CPU-good but blocked by rt204/legacy runtime	active-user-facing
docs/YOLO26_FP32_BASELINE.md	13	`banana-yolo11-spacemit-demo` production repository and it does not make	active-user-facing
docs/YOLO26_FP32_BASELINE.md	23	| Runtime | `spacemit-ort.riscv64.2.0.4` (`rt204`) |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	49	PyTorch, ONNX Runtime CPU, and rt204 SpaceMIT EP agree semantically on the	active-user-facing
